id,nome,sexo,email,cpf,rg,celular,cep,endereco,numero,bairro,cidade,estado,peso,tipo_sanguineo,data_nasc
144,Lucas Sérgio Porto,Masculino,lucassergioporto__lucassergioporto@negleribeiro.com,57719194039,46.474.523-8,(63) 99308-6200,77413-580,Rua O,958,Vila Iris,Gurupi,TO,60,B-,1975-09-14
145,Aline Milena Flávia Melo,Feminino,alinemilenaflaviamelo_@kascher.com.br,77376096019,34.281.804-1,(63) 99182-6656,77020-114,Quadra 108 Sul Alameda 12,983,Plano Diretor Sul,Palmas,TO,57,AB+,1968-01-18
146,Oliver Luiz Gomes,Masculino,oliverluizgomes..oliverluizgomes@brws.com.br,12695251904,21.430.407-3,(47) 99877-6389,89266-000,Rua Emílio Ernesto Benkendorf,531,Santo Antônio,Jaraguá do Sul,SC,51,A-,1964-05-26
147,Vitória Allana Lopes,Feminino,vitoriaallanalopes..vitoriaallanalopes@comercialrafael.com.br,33311949994,28.812.376-1,(66) 98206-1248,78710-690,Rua José Francisco Santana,303,Vila Planalto,Rondonópolis,MT,80,AB+,1941-02-25
148,Renato Miguel Ferreira,Masculino,renatomiguelferreira-85@credendio.com.br,18589828557,27.834.339-9,(34) 99584-4672,38040-720,Rua Irmã Marcelina Guimar de Faria,264,Recreio dos Bandeirantes,Uberaba,MG,79,AB-,1988-04-20
149,Renato Bento Bruno da Cruz,Masculino,renatobentobrunodacruz..renatobentobrunodacruz@ept.com.br,11995453765,44.076.096-3,(68) 99156-0354,69915-814,Rua Riozinho,893,Portal da Amazônia,Rio Branco,AC,99,O+,1946-07-27
150,Marlene Sophia Araújo,Feminino,mmarlenesophiaaraujo@absoluta.med.br,71028063539,31.989.080-6,(91) 99610-1516,66811-713,Rua Chico Mendes,585,Agulha (Icoaraci),Belém,PA,48,AB-,1967-01-07
151,Elza Allana Assis,Feminino,elzaallanaassis_@unidademovel.com,14166852000,50.747.626-8,(68) 99673-8823,69915-118,Rua Álvaro Inácio,178,Conjunto Esperança,Rio Branco,AC,86,B-,1985-07-16
152,Augusto Daniel Peixoto,Masculino,augustodanielpeixoto_@eletrovip.com,84658531933,18.503.759-8,(41) 98233-9397,81010-380,Rua Olavo Chagas Correia,574,Novo Mundo,Curitiba,PR,84,A+,1952-10-24
153,Mário Gabriel Lucca Fogaça,Masculino,mariogabrielluccafogaca__mariogabrielluccafogaca@mavex.com.br,62396336150,43.414.407-1,(69) 98854-2254,76965-668,Rua Rio Negro,754,Teixeirão,Cacoal,RO,57,B+,1977-06-10
154,Miguel Giovanni Teixeira,Masculino,miguelgiovanniteixeira-77@cssmi.com.br,14757912323,24.927.178-3,(86) 99575-5131,64002-060,Rua Monsenhor Boson,392,Matinha,Teresina,PI,75,O-,1969-07-13
155,Geraldo Lucas Marcos Vinicius Campos,Masculino,geraldolucasmarcosviniciuscampos-75@engenharia.ufjf.br,92947189566,20.509.659-1,(85) 99880-3201,60430-410,Vila Paranaguá,909,Rodolfo Teófilo,Fortaleza,CE,77,O+,1991-07-17
156,Mateus Lorenzo Davi dos Santos,Masculino,mateuslorenzodavidossantos..mateuslorenzodavidossantos@arcante.com.br,78269590630,25.118.093-1,(92) 99447-3073,69027-730,Rua São José Operário,710,Glória,Manaus,AM,50,A-,1942-05-12
157,Bruna Benedita Beatriz Barros,Feminino,brunabeneditabeatrizbarros-94@systemsadvisers.com,30204378818,21.090.590-6,(83) 98562-2409,58073-415,Rua Agostinho Fonseca Neto,390,José Américo de Almeida,João Pessoa,PB,83,O-,1995-04-13
158,Marcos Carlos Gonçalves,Masculino,marcoscarlosgoncalves__marcoscarlosgoncalves@pmm.am.gov.br,43805156057,44.998.001-7,(83) 99643-8651,58071-610,Rua Maria José Rique,469,Cristo Redentor,João Pessoa,PB,67,O+,1987-09-13
159,Cauê Victor Bernardes,Masculino,cauevictorbernardes_@ciaimoveissjc.com,37680556636,33.678.165-9,(83) 99978-6794,58030-042,Vila Wanderley,771,Estados,João Pessoa,PB,57,AB-,1956-09-09
160,Vitor Bento Melo,Masculino,vvitorbentomelo@yaooll.com,82750430933,17.358.180-8,(66) 98695-3009,78550-532,Rua das Colombinas,607,Setor Industrial Norte,Sinop,MT,79,AB+,1955-08-27
161,Cauê Kauê Moreira,Masculino,cauekauemoreira__cauekauemoreira@avantii.com.br,25911311208,11.979.457-3,(67) 99958-4716,79015-144,Rua Neide Alves de Andrade,467,Gregorio Correa,Campo Grande,MS,67,B-,1969-06-21
162,Sebastião Lucca Ryan Freitas,Masculino,sebastiaoluccaryanfreitas..sebastiaoluccaryanfreitas@silicotex.net,70328890421,10.466.693-6,(16) 99860-9491,13574-410,Rua Osvaldo Dagnone,118,Jardim Paulista,São Carlos,SP,100,O+,1999-08-23
163,Fábio Lorenzo Enzo Assunção,Masculino,ffabiolorenzoenzoassuncao@htmail.com,99769619876,28.443.143-6,(82) 98961-9518,57601-150,Rua Vinte de Agosto,338,São Cristóvão,Palmeira dos Índios,AL,54,A-,1978-10-16
164,Enzo Luan Ribeiro,Masculino,eenzoluanribeiro@ept.com.br,61833795571,18.405.419-9,(45) 98327-4555,85857-420,Rua São Francisco,492,Loteamento Campos do Iguaçu,Foz do Iguaçu,PR,101,O-,1995-01-19
165,Isabelle Aparecida Rayssa dos Santos,Feminino,iisabelleaparecidarayssadossantos@gruporeis.net,75302758288,49.008.005-4,(41) 99295-2634,80520-380,Rua Olegário Ayres de Arruda,611,Bom Retiro,Curitiba,PR,81,O+,2001-01-17
166,Danilo Kauê Gustavo Lopes,Masculino,danilokauegustavolopes..danilokauegustavolopes@ulbra.edu.br,50655928375,47.886.300-7,(96) 98370-9583,68909-616,Alameda Doce Cartar,965,Boné Azul,Macapá,AP,98,A+,1962-07-05
167,Jaqueline Tânia Castro,Feminino,jaquelinetaniacastro_@expressoforte.com.br,93374232515,17.723.721-1,(96) 99741-0514,68911-020,Avenida Rio Jari,981,Fazendinha,Macapá,AP,58,AB+,1994-08-21
168,Osvaldo Martin Anderson Ferreira,Masculino,osvaldomartinandersonferreira_@modus.com.br,67719760255,27.922.119-8,(93) 99404-1610,68170-970,Rua Moraes Jardim 6,173,Centro,Juruti,PA,90,B-,1957-10-01
169,Breno Lucas Aparício,Masculino,bbrenolucasaparicio@realweb.com.br,48253315309,46.320.221-1,(61) 98568-0678,72852-666,Quadra Quadra 26,342,Jardim Umuarama Setor 2,Luziânia,GO,104,A-,1972-12-22
170,Mariane Jennifer Olivia da Mata,Feminino,marianejenniferoliviadamata__marianejenniferoliviadamata@budsoncorporation.com,52711788628,27.005.424-8,(85) 99433-4914,61920-180,Rua 105,751,Acaracuzinho,Maracanaú,CE,84,B-,1999-08-08
171,Tatiane Vitória Rocha,Feminino,tatianevitoriarocha-77@contabilidaderangel.com.br,90525549609,10.131.535-1,(47) 99755-7183,89015-200,Rua Itajaí,807,Vorstadt,Blumenau,SC,76,A+,2003-07-21
172,Alessandra Nair da Rocha,Feminino,alessandranairdarocha..alessandranairdarocha@uol.com,72237046328,14.980.598-6,(83) 98899-3439,58403-006,Rua Evaristo Pereira da Costa,586,Louzeiro,Campina Grande,PB,65,B-,1973-08-01
173,Ayla Sueli Beatriz Pires,Feminino,aylasuelibeatrizpires_@brunofaria.com,15915259189,30.090.376-5,(61) 99826-2877,70747-060,Quadra SQN 308 Bloco F,598,Asa Norte,Brasília,DF,50,O+,1975-12-05
174,Nair Eloá Jennifer Carvalho,Feminino,naireloajennifercarvalho-91@soluxenergiasolar.com.br,34907784643,41.846.485-6,(68) 98329-2448,69900-043,Rua Benjamin Constant,777,Base,Rio Branco,AC,53,B+,1943-04-12
175,Daiane Maitê das Neves,Feminino,daianemaitedasneves..daianemaitedasneves@aliancacadeiras.com.br,92821066830,45.442.134-5,(61) 99904-6398,72880-437,Quadra SQ 11 Quadra 10,364,Centro,Cidade Ocidental,GO,66,AB-,1962-04-20
176,Francisca Nina Freitas,Feminino,franciscaninafreitas__franciscaninafreitas@ipek.net.br,56350980883,41.923.869-4,(91) 98929-5604,68701-816,Passagem Maria Raimunda,167,São Pedro e São Paulo,Capanema,PA,47,B+,1967-02-23
177,Emanuel Carlos Oliveira,Masculino,emanuelcarlosoliveira__emanuelcarlosoliveira@andrelam.com.br,51381841210,29.692.387-4,(97) 99204-3150,69552-245,Rua 15 de Junho,850,Juruá,Tefé,AM,60,O+,1995-03-27
178,Andreia Daniela Heloise Bernardes,Feminino,andreiadanielaheloisebernardes-96@advogadostb.com.br,58991052673,40.450.424-3,(92) 98283-8795,69010-440,Beco Brasil,824,Aparecida,Manaus,AM,85,AB+,1948-02-21
179,Maya Fernanda Allana Aparício,Feminino,mayafernandaallanaaparicio_@eyejoy.com.br,11295065681,21.004.977-7,(68) 99225-4961,69918-274,Rua São Marcos,515,Isaura Parente,Rio Branco,AC,49,AB+,1989-05-21
180,Otávio Luan Kevin Fernandes,Masculino,otavioluankevinfernandes-82@gruposandino.com.br,29683654606,23.799.907-9,(51) 98605-0908,93542-880,Rua Dois,696,Canudos,Novo Hamburgo,RS,105,A-,1984-06-03
181,Beatriz Olivia Peixoto,Feminino,beatrizoliviapeixoto..beatrizoliviapeixoto@vasconcelosdias.com,06329896372,11.047.876-9,(65) 99892-4467,78080-035,Rua D,415,Chácara dos Pinheiros,Cuiabá,MT,62,O-,1966-12-01
182,Theo Ian Farias,Masculino,theoianfarias_@grupoblackout.com.br,61964401100,49.853.524-1,(85) 99198-2498,60525-554,Vila Ideal,860,João XXIII,Fortaleza,CE,51,AB+,1992-06-09
183,Lívia Carla Cavalcanti,Feminino,lliviacarlacavalcanti@proimagem.com,88087326229,41.251.242-7,(81) 99245-3623,51330-385,Rua Itajutiba,555,COHAB,Recife,PE,77,A-,1994-10-25
184,Benjamin Noah Márcio Cardoso,Masculino,benjaminnoahmarciocardoso..benjaminnoahmarciocardoso@oul.com.br,79724096335,35.790.573-8,(98) 99273-2315,65041-237,Rua da Felicidade,748,Vila Mariana,São Luís,MA,96,A+,1995-05-20
185,Isabella Clara Gomes,Feminino,isabellaclaragomes_@ssala.com.br,87151493908,45.238.441-2,(86) 98529-4432,64205-660,Rua Manoel Emídio Sobrinho,463,João XXIII,Parnaíba,PI,64,O-,1941-09-13
186,Joaquim Theo Márcio da Costa,Masculino,joaquimtheomarciodacosta_@sorocaba.com,61590034295,42.567.220-7,(83) 98565-1419,58302-240,Rua Caiçara,327,Municípios,Santa Rita,PB,86,B+,1967-01-23
187,Andrea Sarah Analu Moraes,Feminino,andreasarahanalumoraes__andreasarahanalumoraes@endoimplantes.com.br,07773814864,13.930.476-9,(27) 99508-3866,29705-170,Rua Nápoles,794,Maria das Graças,Colatina,ES,51,A+,1992-02-15
188,Manuel César Barros,Masculino,manuelcesarbarros__manuelcesarbarros@gmail.com,14823219805,44.769.937-4,(98) 98345-1787,65068-186,Rua Dezoito,397,Sol e Mar,São Luís,MA,67,AB+,1948-04-06
189,Heitor Hugo João Jesus,Masculino,heitorhugojoaojesus_@davimil.com.br,62207476235,42.929.070-6,(94) 99180-8870,68554-530,Rua Laurenci Ribeiro,365,Jardim Ariane,Redenção,PA,85,A+,1975-02-04
190,Luan Geraldo Juan Baptista,Masculino,luangeraldojuanbaptista..luangeraldojuanbaptista@meteorus.com.br,45626413553,19.099.458-7,(68) 98743-7457,69901-438,Rua Wilde Viana das Neves Filho,658,Conjunto Guiomard Santos,Rio Branco,AC,62,AB+,1945-05-20
191,Luan Filipe Dias,Masculino,luanfilipedias-89@alwan.com.br,24161529473,22.203.090-2,(67) 99167-4880,79097-270,Rua Maria Izabel,229,Jardim Tarumã,Campo Grande,MS,65,A+,1942-10-11
192,Francisco João Raimundo Assis,Masculino,franciscojoaoraimundoassis-83@formulaweb.com.br,98172963505,43.913.221-6,(67) 99742-5442,79081-726,Rua Jorge Rahe,642,Jardim das Nações,Campo Grande,MS,53,B-,1980-09-20
193,Manuel Mateus da Mota,Masculino,manuelmateusdamota_@paginacom.com.br,44887331665,22.640.842-5,(62) 99200-6331,74682-103,Rua Beira Rio,903,Santa Genoveva 2,Goiânia,GO,66,AB-,1971-02-11
194,Osvaldo Fernando Leandro Teixeira,Masculino,osvaldofernandoleandroteixeira..osvaldofernandoleandroteixeira@gigaonline.com.br,93503237453,42.520.047-4,(34) 98176-9372,38700-054,Rua João Gabriel Ferreira,311,Centro,Patos de Minas,MG,59,O-,1951-03-25
195,Gabriela Marlene da Mota,Feminino,gabrielamarlenedamota__gabrielamarlenedamota@corpoclinica.com.br,19495322677,13.998.212-7,(91) 99454-1925,67145-032,Quadra Noventa e Seis,777,Maguari,Ananindeua,PA,82,A+,1957-04-17
196,Levi Ruan Rafael Monteiro,Masculino,lleviruanrafaelmonteiro@associate.com.br,23387489056,13.269.554-6,(69) 99247-0386,76804-338,Rua Marechal Deodoro,553,Areal,Porto Velho,RO,58,O+,1948-12-26
197,Mariane Clara Renata Almeida,Feminino,marianeclararenataalmeida_@tanby.com.br,58295334999,31.628.973-5,(34) 98878-3794,38413-417,Rua Vanda Paulino,716,Chácaras Bonanza,Uberlândia,MG,51,B-,1973-11-10
198,Theo Manuel Carlos Eduardo Aparício,Masculino,ttheomanuelcarloseduardoaparicio@flexvale.com.br,18797077488,37.234.714-9,(68) 98238-3839,69909-788,Rodovia AC-40,774,Vila Acre,Rio Branco,AC,81,AB-,1997-06-25
199,Eduardo Gabriel Diogo Bernardes,Masculino,eduardogabrieldiogobernardes-99@trilhavitoria.com.br,08381120993,39.804.387-5,(42) 98718-7953,84020-020,Rua João Cecy Filho,356,Uvaranas,Ponta Grossa,PR,100,AB+,1956-02-11
200,Lorena Milena Lopes,Feminino,lorenamilenalopes_@cognis.com,38846541871,24.732.065-1,(82) 99367-1109,57305-205,Rua Manoel Leal,261,Manoel Teles,Arapiraca,AL,59,B+,1947-04-19
201,Daniel Renan Anderson Costa,Masculino,danielrenanandersoncosta__danielrenanandersoncosta@heindmec.com.br,63631742606,32.632.878-6,(31) 98638-2656,32056-406,Rua Vinte,979,Buganvile I,Contagem,MG,88,AB+,1981-05-12
202,Brenda Analu Cardoso,Feminino,brendaanalucardoso..brendaanalucardoso@acquire.com.br,72200466005,48.498.857-8,(63) 99325-2552,77016-146,Quadra 507 Sul Alameda 2,813,Plano Diretor Sul,Palmas,TO,87,O+,1941-08-23
203,Anthony Thales Fernandes,Masculino,anthonythalesfernandes_@yool.com.br,98414669883,47.335.916-9,(68) 99364-1055,69900-339,Travessa Thaumaturgo de Azevedo,265,Ipase,Rio Branco,AC,59,O+,1997-05-26
204,Theo Luan da Conceição,Masculino,theoluandaconceicao__theoluandaconceicao@mushsanches.com,14479585192,35.729.620-5,(81) 98468-9849,54170-000,Rua Marechal Hermes da Fonseca,714,Socorro,Jaboatão dos Guararapes,PE,88,A-,1967-07-24
205,João Nathan Anderson Porto,Masculino,joaonathanandersonporto__joaonathanandersonporto@protenisbarra.com.br,70648623521,20.919.908-8,(92) 99918-8615,69036-650,Beco Brasil,364,Santo Agostinho,Manaus,AM,63,B-,1942-09-20
206,Samuel Davi Jorge Duarte,Masculino,samueldavijorgeduarte..samueldavijorgeduarte@platinium.com.br,45454315850,13.395.465-1,(67) 98497-9919,79901-850,Alameda Garça Boiadeira,689,Chácara Alvorada,Ponta Porã,MS,77,A+,1969-11-11
207,Isabelle Sarah Bernardes,Feminino,isabellesarahbernardes-86@depotit.com.br,81551471930,22.584.892-2,(91) 98808-2439,67030-852,Quadra H,534,Centro,Ananindeua,PA,63,A-,1964-01-22
208,Laura Isabelly da Mota,Feminino,lauraisabellydamota-78@sestito.com.br,45337777750,50.945.234-6,(92) 98628-1408,69101-808,Rua Santa Clara,374,Mamoud Amed,Itacoatiara,AM,50,B-,1974-11-19
209,Ayla Isabelle Marcela Ramos,Feminino,aylaisabellemarcelaramos..aylaisabellemarcelaramos@hormail.com,11149280115,32.597.494-9,(84) 98641-5393,59056-045,Avenida Bernardo Vieira,574,Lagoa Nova,Natal,RN,83,AB+,1944-01-27
210,Betina Kamilly Santos,Feminino,betinakamillysantos..betinakamillysantos@marcofaria.com,20162691971,43.294.411-4,(68) 99906-7124,69919-512,Travessa Osvaldo Dilson,872,Jardim Brasil,Rio Branco,AC,75,O+,1952-04-27
211,Vera Mariane Assis,Feminino,veramarianeassis..veramarianeassis@likaleal.com.br,90010325670,29.363.615-1,(89) 98450-4722,64603-115,Rua XXI,436,Belo Norte,Picos,PI,52,AB+,1941-04-03
212,Stefany Emilly Simone Araújo,Feminino,sstefanyemillysimonearaujo@aircominternational.com,84344717015,27.951.313-6,(61) 99614-4834,72233-005,Quadra QNP 20 Conjunto E,386,Ceilândia Sul (Ceilândia),Brasília,DF,88,O-,1950-01-09
213,Marcos Felipe Carlos Eduardo Sales,Masculino,marcosfelipecarloseduardosales..marcosfelipecarloseduardosales@vianetfone.com.br,99014598939,47.578.295-1,(95) 99327-2386,69313-388,Rua Calebe,888,Cambará,Boa Vista,RR,91,B-,1985-10-14
214,Fátima Tereza Carvalho,Feminino,fatimaterezacarvalho__fatimaterezacarvalho@heinrich.com.br,63490739400,18.734.918-6,(21) 99355-7843,25925-549,Rua da Grota,413,São Lourenço (Guia de Pacobaíba),Magé,RJ,85,AB-,1969-06-16
215,Heloisa Flávia Yasmin Costa,Feminino,heloisaflaviayasmincosta__heloisaflaviayasmincosta@anac.gov.br,20585370761,41.082.504-9,(48) 99312-9951,88134-785,Rua Genoveva Generosa de Jesus,204,Aririú da Formiga,Palhoça,SC,57,B-,1957-11-05
216,Gustavo João Nathan da Rosa,Masculino,gustavojoaonathandarosa__gustavojoaonathandarosa@diebold.com,43555550705,43.904.963-5,(67) 99528-0025,79805-901,Rua Major Capile 1564,647,Jardim Central,Dourados,MS,78,B+,1972-06-19
217,Kevin Otávio Lucas Novaes,Masculino,kevinotaviolucasnovaes_@cheryamur.com.br,59587680189,18.782.064-8,(51) 98502-5648,94430-268,Rua Dona Dini,206,Sitio São José,Viamão,RS,60,A+,2000-05-26
218,Carla Eliane Heloise da Silva,Feminino,carlaelianeheloisedasilva_@lctour.com.br,61564129993,49.979.712-7,(85) 99792-2583,60350-390,Vila Panorama,851,Antônio Bezerra,Fortaleza,CE,71,AB-,1973-11-11
219,Nina Lara da Luz,Feminino,ninalaradaluz__ninalaradaluz@andrade.com,23125373620,29.853.223-2,(79) 98872-0928,49001-344,Rua D1,994,Zona de Expansão (Aruana),Aracaju,SE,89,AB-,1986-12-27
220,Carolina Larissa Aragão,Feminino,carolinalarissaaragao_@homail.com,76958951808,46.591.966-2,(62) 98632-0351,74503-101,Avenida Anhanguera,355,Setor Campinas,Goiânia,GO,58,AB-,1981-06-11
221,Sabrina Isis Stella Novaes,Feminino,sabrinaisisstellanovaes__sabrinaisisstellanovaes@solpro.biz,96029065297,16.883.052-8,(82) 98743-2084,57036-620,Rua José Alves Morgado,854,Jatiúca,Maceió,AL,69,B+,1973-06-21
222,Filipe Diogo Vieira,Masculino,filipediogovieira__filipediogovieira@dpauladecor.com.br,17050268771,14.647.882-4,(82) 98316-9232,57015-540,Avenida General Mário Lima,660,Vergel do Lago,Maceió,AL,90,B-,1964-08-24
223,Beatriz Isabel Gabrielly Brito,Feminino,bbeatrizisabelgabriellybrito@midiasim.com.br,97204137434,44.250.477-9,(98) 98450-8433,65068-613,Travessa Siqueira Campos,416,Vila Luizão,São Luís,MA,61,O+,1974-06-14
224,Marcos Guilherme Raimundo Drumond,Masculino,marcosguilhermeraimundodrumond_@unitau.br,94444398604,10.489.120-8,(68) 99503-3027,69907-770,Rua Apurinã,234,Santa Inês,Rio Branco,AC,97,A+,1946-09-05
225,Thales Enrico da Rocha,Masculino,tthalesenricodarocha@outloock.com,25229632445,42.021.685-6,(82) 98582-9120,57303-846,Rua Jean Charles Davi Barbosa,802,Olho D'Água dos Cazuzinhos,Arapiraca,AL,50,B-,1972-10-22
226,Davi Manuel Lucas Rocha,Masculino,davimanuellucasrocha__davimanuellucasrocha@a-qualitybrasil.com.br,86878881803,41.560.455-2,(18) 98119-5841,16058-690,Rua José Feliciano Pereira,333,Chácaras Arco-Íris,Araçatuba,SP,83,AB-,1973-04-19
227,Luciana Eliane da Mota,Feminino,lucianaelianedamota..lucianaelianedamota@gameecia.com.br,24633218301,28.187.171-1,(82) 99501-3193,57045-072,2ª Rua Grota do Aterro,325,Barro Duro,Maceió,AL,85,AB-,1950-02-04
228,Davi Martin Theo Oliveira,Masculino,davimartintheooliveira..davimartintheooliveira@oticascarol.com.br,58059479784,44.636.576-2,(27) 98532-8976,29145-349,Rua São Sebastião,398,São Benedito,Cariacica,ES,95,O-,1971-05-11
229,Carlos Eduardo Alexandre Assis,Masculino,carloseduardoalexandreassis__carloseduardoalexandreassis@carolpessoa.com.br,98830728489,40.319.704-1,(63) 99606-0458,77025-452,Quadra ARSO 151 QI 31,878,Plano Diretor Sul,Palmas,TO,58,A-,1993-05-05
230,Betina Valentina Lorena Lima,Feminino,betinavalentinalorenalima_@andrelam.com.br,41757793615,25.261.571-2,(86) 98909-3669,64077-130,Quadra Dirceu Arcoverde I,469,Itararé,Teresina,PI,77,B-,1975-07-27
231,Allana Brenda Campos,Feminino,aallanabrendacampos@universo3d.com.br,59859216207,47.697.335-1,(83) 98989-6134,58804-515,Travessa Rita de Cássia,363,Zú Silva,Sousa,PB,62,O-,1955-08-14
232,Gabrielly Alícia Araújo,Feminino,gabriellyaliciaaraujo..gabriellyaliciaaraujo@andrediaz.com,20309012457,20.167.889-5,(88) 99872-6233,63500-506,Vila Antônio Correia Lima,636,Flores,Iguatu,CE,52,B-,1951-10-05
233,Laura Manuela Daniela Ribeiro,Feminino,lauramanueladanielaribeiro-86@outloock.com,95312655341,17.929.477-5,(96) 98417-3900,68928-343,Travessa Bem-te-vi,348,Fonte Nova,Santana,AP,80,O+,1965-05-27
234,Eliane Francisca Caldeira,Feminino,elianefranciscacaldeira-95@radicigroup.com,40914824309,19.171.146-9,(83) 99561-5152,58423-285,Rua Salvador Allende,168,Três Irmãs,Campina Grande,PB,70,O-,1967-05-15
235,Fábio André da Rocha,Masculino,ffabioandredarocha@multmed.com.br,35397812005,16.193.400-6,(71) 98262-1961,41235-060,Travessa Eulina de Carvalho,369,Pau da Lima,Salvador,BA,69,B+,2003-11-06
236,Rafael Breno da Cunha,Masculino,rafaelbrenodacunha-81@unitau.br,19031902748,48.946.968-1,(68) 98489-3590,69921-536,Rua Porto Velho,443,Montanhês,Rio Branco,AC,92,A-,1953-05-10
237,Kauê Oliver Kaique Figueiredo,Masculino,kaueoliverkaiquefigueiredo..kaueoliverkaiquefigueiredo@rebecacometerra.com.br,68847296358,47.699.356-8,(68) 98960-7424,69915-512,Rua Santa Lúcia,180,Jardim de Alah,Rio Branco,AC,61,A+,1954-07-08
238,Sônia Lorena Cavalcanti,Feminino,sonialorenacavalcanti__sonialorenacavalcanti@enable.com.br,29380033583,16.599.022-3,(81) 98294-0360,53421-038,2ª Travessa B,975,Maranguape II,Paulista,PE,54,AB+,1997-03-09
239,Enrico Noah da Mota,Masculino,enriconoahdamota..enriconoahdamota@comunikapublicidade.com.br,50544670680,26.581.696-8,(51) 98976-3141,96275-970,"Distrito Rincão do Cristóvão Pereira, s/n",479,Rincão do Cristóvão Pereira,Rincão do Cristóvão Pereira,RS,95,AB-,1978-04-15
240,Isaac Yago Mateus Mendes,Masculino,isaacyagomateusmendes-80@santosdumonthospital.com.br,57121273934,36.520.162-5,(12) 99140-0017,11661-720,Praça Joaquim Pereira da Silva,223,Prainha,Caraguatatuba,SP,89,B-,1987-07-10
241,Vitor César da Costa,Masculino,vitorcesardacosta_@dvdja.com.br,62466727366,42.225.040-5,(93) 98354-7051,68374-726,Rua José Bonifácio,907,Bela Vista,Altamira,PA,57,O-,1976-01-25
242,Kamilly Alícia Rodrigues,Feminino,kamillyaliciarodrigues_@maccropropaganda.com.br,04358054285,37.617.623-4,(87) 98691-9112,56511-150,Rua Vinte e Dois de Setembro,500,Coronel Siqueira Campos,Arcoverde,PE,45,A-,1985-07-27
243,Juliana Giovanna Silvana Oliveira,Feminino,julianagiovannasilvanaoliveira__julianagiovannasilvanaoliveira@lctour.com.br,03904916246,26.820.902-9,(96) 98958-5295,68928-328,Avenida Salmo 23,594,Fonte Nova,Santana,AP,48,AB+,1968-11-17
244,Bruna Louise Almeida,Feminino,brunalouisealmeida__brunalouisealmeida@estevao.ind.br,51209839369,46.913.297-8,(91) 98201-4424,66075-090,Passagem São Sebastião,938,Guamá,Belém,PA,46,B-,1986-06-02
